GCCSA_CODE_2016,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_Inc_LR_15_24,M_M1_Tram_Inc_LR_25_34,M_M1_Tram_Inc_LR_35_44,M_M1_Tram_Inc_LR_45_54,M_M1_Tram_Inc_LR_55_64,M_M1_Tram_Inc_LR_65_74,M_M1_Tram_Inc_LR_75ov,M_M1_Tram_Inc_LR_Tot,M_M1_Taxi_15_24,M_M1_Taxi_25_34,M_M1_Taxi_35_44,M_M1_Taxi_45_54,M_M1_Taxi_55_64,M_M1_Taxi_65_74,M_M1_Taxi_75ov,M_M1_Taxi_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_Inc_LR_15_24,M_M2_TrnTrm_Inc_LR_25_34,M_M2_TrnTrm_Inc_LR_35_44,M_M2_TrnTrm_Inc_LR_45_54,M_M2_TrnTrm_Inc_LR_55_64,M_M2_TrnTrm_Inc_LR_65_74,M_M2_TrnTrm_Inc_LR_75ov,M_M2_TrnTrm_Inc_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_Inc_LR_15_24,M_M2_BusTrm_Inc_LR_25_34,M_M2_BusTrm_Inc_LR_35_44,M_M2_BusTrm_Inc_LR_45_54,M_M2_BusTrm_Inc_LR_55_64,M_M2_BusTrm_Inc_LR_65_74,M_M2_BusTrm_Inc_LR_75ov,M_M2_BusTrm_Inc_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
5GPER,1552,3592,3218,2299,1219,230,14,12125,2373,4533,3360,2199,1320,289,26,14109,27,41,28,23,9,8,0,129,11,15,12,11,8,3,0,60,96,247,216,193,103,36,9,901,34432,72783,68839,64853,44486,11286,1204,297877,7065,3868,2103,1643,1010,254,40,15983,203,756,888,1178,961,313,33,4328,490,848,845,1036,545,83,7,3865,831,1546,1971,1861,879,145,9,7245,380,1389,1209,1069,687,190,30,4961,2072,2312,1470,1299,1058,383,83,8672,49521,91930,84164,77666,52279,13216,1459,370250,1168,1851,1864,1327,798,164,16,7183,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,3,376,1217,1357,1023,506,73,8,4562,146,149,122,93,67,5,0,585,52,147,155,129,58,13,0,562,1739,3367,3498,2580,1429,261,21,12902,0,3,8,3,0,0,0,21,3,0,0,3,0,0,0,9,99,222,163,116,78,13,3,692,228,86,51,25,20,7,0,414,46,97,62,43,23,6,0,277
59799,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,5,8,5,3,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,23,236,253,256,141,13,0,918,12,61,79,82,22,0,0,257,38,317,352,354,169,16,4,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,58,73,42,23,12,5,0,217,101,410,269,233,129,18,3,1161,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,9,42,38,40,42,13,3,190,3365,6602,5811,5619,3841,865,79,26185,976,744,365,247,144,39,3,2514,83,336,461,654,449,108,4,2102,28,18,20,29,12,4,3,115,32,40,19,20,6,0,0,121,90,420,410,431,276,77,8,1715,53,112,80,78,63,23,3,417,4802,8813,7508,7380,4983,1160,109,34745,60,29,16,21,3,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,17,6,9,0,0,54,19,12,6,3,0,0,0,33,3,3,3,3,0,0,0,12,89,49,34,30,9,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,3,0,0,22,11,7,3,0,3,0,0,21,0,5,6,3,0,0,0,22
4RSAU,3,0,3,0,3,3,0,14,62,276,254,217,114,7,4,936,4,11,5,3,0,0,0,27,0,3,0,3,0,0,0,5,11,15,29,24,22,9,0,112,6141,10049,10281,11933,9828,2366,389,50987,1282,773,497,429,272,54,15,3319,37,126,170,280,248,135,34,1029,120,81,79,140,125,24,3,571,73,109,117,159,124,21,3,608,74,185,230,262,255,101,23,1136,567,666,684,922,959,353,80,4226,8385,12280,12347,14372,11944,3064,557,62962,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,4,4,6,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,31,19,10,0,0,90,6,5,4,3,0,0,0,21,4,5,6,7,0,0,0,22
4GADE,612,1095,1007,784,535,100,7,4150,1831,3408,2748,2034,1457,302,29,11809,6,27,21,17,0,3,0,70,160,379,303,175,120,24,0,1157,60,186,162,131,90,20,3,659,22158,44695,45575,45985,32561,7276,823,199071,3780,2067,1260,1116,773,188,32,9212,93,346,419,705,566,146,10,2288,332,568,517,588,399,39,4,2444,392,1092,1307,1297,812,79,3,4972,130,365,350,463,401,131,19,1855,1307,1450,1148,1068,883,317,52,6221,30855,55681,54814,54360,38604,8616,982,243911,175,230,151,136,82,12,3,786,0,0,0,0,0,0,0,0,15,22,13,14,13,0,0,80,115,195,224,161,97,20,3,811,34,32,20,9,9,3,0,109,17,42,42,28,16,0,0,137,354,520,442,347,216,39,4,1928,0,0,0,0,0,0,0,0,26,36,26,29,18,0,0,137,138,275,305,226,122,19,3,1088,136,92,49,39,20,4,0,347,29,48,43,28,23,0,0,179
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,12,16,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,12,23,10,13,3,0,0,60,18,52,37,30,19,10,0,169,0,0,0,3,0,0,0,9,4,4,0,0,0,0,0,7,11,28,24,12,11,8,3,98,2215,4128,3839,4279,3131,676,61,18332,403,329,179,137,80,26,0,1151,37,117,212,353,265,81,8,1078,19,13,17,14,4,0,0,65,10,15,24,15,10,0,0,70,36,103,133,198,171,44,12,685,25,33,33,46,36,9,0,187,2794,4845,4511,5096,3724,858,87,21906,3,7,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,0,0,0,17,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,16,8,8,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,7,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
3RQLD,123,126,107,87,46,8,8,499,1285,1823,1587,1435,820,143,10,7102,47,114,94,84,44,7,0,386,205,262,99,68,57,20,3,714,153,161,132,127,111,38,9,734,43192,72842,75839,76881,54818,12878,1373,337828,11459,5323,3291,2662,1647,387,74,24849,306,1111,1579,2127,1873,624,103,7721,802,1541,1583,1919,1425,209,43,7528,1317,1463,1499,1553,946,157,18,6946,531,1031,1065,1189,938,385,103,5250,3809,4192,3206,3568,3367,1200,280,19624,63222,89994,90089,91694,66088,16061,2020,419164,78,58,30,34,13,8,0,215,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,19,27,44,36,41,26,5,0,180,19,14,4,0,0,0,0,48,9,8,17,14,7,0,0,48,140,130,85,90,50,17,0,509,11,48,53,34,23,4,0,182,75,71,25,22,21,10,0,221,66,125,145,122,58,5,0,525,150,45,41,40,12,0,0,281,24,54,38,33,22,0,0,183
3GBRI,2819,5470,5089,3702,2090,299,21,19487,4356,6364,4708,3215,1926,372,36,20978,127,397,273,178,129,27,0,1131,14,20,18,5,6,0,0,75,145,273,224,217,124,56,11,1044,41186,80442,82580,76723,48997,10832,1007,341765,9692,4704,2682,1937,1270,292,46,20618,346,1094,1493,1922,1557,492,48,6951,1118,2490,2397,2349,1288,125,5,9767,1042,2515,2708,2073,827,75,3,9253,287,644,715,771,567,201,29,3218,3586,4629,2510,2123,1640,487,84,15057,64727,109041,105403,95210,60425,13261,1288,449350,654,932,764,503,306,58,5,3213,3,10,3,4,0,0,0,23,0,0,0,0,0,0,0,3,503,1155,1662,1448,774,117,6,5664,233,228,173,147,103,9,3,901,84,162,203,152,99,12,0,708,1471,2487,2803,2262,1274,200,15,10514,27,88,75,60,24,6,0,276,3,3,0,0,0,0,0,7,250,434,461,323,157,32,3,1659,275,171,93,64,29,12,0,646,50,140,99,54,21,3,0,372
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,8,4,5,4,0,33,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,18,16,16,3,0,79,0,0,0,3,0,0,0,5,8,28,29,24,26,6,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,52,68,46,40,19,7,0,234,122,199,145,123,57,21,4,664,12,7,15,10,4,0,0,48,4,8,7,3,0,0,0,26,3,39,28,24,19,16,0,139,6675,12476,12203,11736,7922,1659,117,52781,1723,1017,557,391,249,56,9,4004,188,626,1050,1364,1156,294,28,4717,56,94,91,71,57,3,3,377,49,61,59,42,19,3,0,230,84,279,314,318,283,108,7,1390,113,155,102,127,106,27,7,640,9094,15035,14622,14242,9892,2199,171,65257,18,21,14,12,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,9,21,3,3,0,64,12,8,5,0,0,0,0,24,3,3,7,3,0,0,0,24,48,50,39,39,6,3,0,187,0,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,12,15,13,9,13,4,0,62,12,8,9,0,0,0,0,30,7,8,3,3,3,0,0,17
2RVIC,253,467,397,276,181,44,3,1622,603,308,228,225,157,55,0,1579,21,20,15,15,9,3,0,84,46,125,44,35,18,12,0,277,64,112,78,57,65,21,4,406,22674,40245,41180,44401,35563,8352,1161,193584,6275,1980,1177,1035,761,175,49,11448,117,412,611,820,843,316,106,3227,233,346,321,426,364,77,31,1799,529,571,678,729,535,84,10,3127,256,362,354,447,497,268,67,2256,2666,2143,1805,2236,2521,982,256,12609,33745,47091,46892,50693,41510,10389,1686,232008,61,69,34,33,12,8,0,216,0,0,0,0,0,0,0,0,16,33,16,15,6,0,0,90,34,106,100,83,48,17,0,391,35,19,16,14,3,3,0,90,6,34,28,22,17,0,0,104,152,258,190,167,86,23,3,889,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,14,14,26,24,19,16,5,0,108,75,16,10,4,4,0,0,111,15,12,11,7,4,0,0,54
2GMEL,9556,26478,22441,13439,7246,1391,114,80652,3135,2823,1998,1500,1026,245,29,10759,46,104,54,72,15,7,6,297,3312,10172,4715,2487,1395,453,70,22604,175,741,594,445,266,64,11,2296,65290,163050,162507,155528,103341,24864,2799,677384,15217,6463,3814,3015,2015,587,127,31244,389,1630,1901,2316,1867,595,81,8776,688,1821,1769,1510,903,103,13,6804,1947,6161,6077,4216,1962,246,27,20636,505,1249,1369,1282,949,317,82,5746,6392,10496,5555,4007,2979,1036,226,30697,106644,231190,212785,189822,123956,29908,3579,897887,1844,3264,2859,1681,988,224,17,10868,3,3,4,3,0,0,0,12,1135,3152,1858,986,556,161,11,7846,1292,4137,4808,3359,1806,261,22,15677,457,653,417,287,183,47,4,2045,206,626,635,437,230,32,3,2163,4925,11825,10576,6749,3760,732,49,38613,0,0,0,3,0,0,0,7,203,346,234,174,133,29,8,1132,106,175,178,145,78,22,3,706,374,68,58,25,20,11,0,556,41,63,43,23,20,4,0,195
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,23,7,4,0,55,0,0,0,3,0,0,0,3,3,17,26,27,20,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,252,373,249,177,103,23,0,1171,67,74,48,36,32,11,0,266,3,15,13,0,5,3,0,48,66,82,48,20,11,5,3,234,14,136,111,56,75,14,0,406,8517,16638,14961,14561,9949,2201,258,67076,2067,997,526,367,252,49,3,4260,182,613,929,1221,1022,278,35,4282,34,60,48,48,31,3,0,218,93,115,72,40,29,8,0,372,56,236,260,308,277,81,13,1224,128,170,110,127,104,50,10,696,11479,19509,17373,16953,11879,2728,326,80248,47,48,16,16,14,4,0,152,0,0,0,0,0,0,0,0,39,51,21,8,11,4,0,137,40,70,58,32,17,9,0,234,26,13,7,9,4,0,0,60,3,17,8,4,3,0,0,39,156,199,120,66,54,14,3,616,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,16,3,8,0,5,0,0,0,17,17,3,0,0,0,0,0,20,6,4,0,5,0,0,0,11
1RNSW,352,426,291,246,181,36,9,1534,885,811,575,503,372,99,10,3259,24,43,40,25,13,3,0,150,7,13,7,0,6,3,0,42,64,130,106,109,118,51,5,580,43565,72452,75699,80680,62744,13856,1781,350784,10539,4620,2863,2550,1758,390,82,22803,391,1225,1719,2503,2491,1042,284,9644,832,948,863,1138,1028,190,47,5037,647,951,1112,1249,869,118,15,4958,658,559,601,816,805,452,130,4029,3601,3617,2985,3683,3779,1535,419,19610,61567,85787,86858,93493,74160,17770,2789,422421,117,129,92,76,52,13,0,475,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,63,79,95,104,67,17,0,423,53,20,13,17,7,0,0,112,19,20,34,22,17,3,0,112,251,245,232,223,138,35,0,1125,7,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,43,55,44,48,29,4,0,222,104,51,33,20,20,0,0,228,11,32,18,17,9,0,0,83
1GSYD,16380,46891,32817,19192,10864,2193,209,128543,8630,17666,14966,9140,4938,1178,139,56652,186,1217,1399,931,468,140,17,4353,140,394,371,230,108,20,0,1267,170,696,848,750,416,130,28,3039,63787,147480,157306,148814,101723,25338,2761,647205,14465,7432,4388,3636,2391,673,153,33140,890,2675,3595,3858,2730,810,98,14649,1408,3724,3488,2738,1469,204,6,13037,1063,3489,3922,2934,1232,139,13,12788,647,1546,1556,1474,1037,374,76,6704,7610,14471,9177,6524,4613,1451,270,44116,115359,247684,233827,200231,131988,32638,3777,965505,4904,9482,6758,4009,2487,700,75,28409,56,285,247,145,107,35,0,877,107,315,192,89,53,14,4,769,1850,4786,5197,4113,2339,443,32,18755,823,946,589,516,336,55,10,3272,203,646,668,445,233,35,4,2231,7946,16459,13642,9310,5551,1284,122,54312,33,171,259,170,89,31,5,754,30,67,65,23,16,3,0,204,312,625,788,553,298,64,9,2651,448,210,142,94,66,8,0,974,92,257,240,125,63,12,0,792
19799,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,21,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,0,3,0,3,0,0,0,10,3,16,10,11,5,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,544,708,449,322,190,46,3,2258,197,247,140,110,89,32,8,816,9,13,11,7,3,0,0,46,8,8,6,5,0,0,0,22,11,80,83,104,100,38,4,413,9245,16766,17390,17199,12044,2693,251,75588,2657,1333,766,583,381,90,7,5816,489,1223,1645,2077,1751,518,36,7729,106,115,85,89,53,5,0,450,56,74,66,71,28,4,0,296,118,277,325,423,370,104,14,1631,189,199,176,212,217,69,7,1076,13626,21043,21143,21195,15224,3585,327,96151,194,216,110,81,61,27,0,689,0,3,6,0,0,0,0,13,0,0,3,0,0,0,0,7,74,97,86,87,62,18,0,419,62,29,12,18,10,0,0,138,14,22,17,10,0,3,0,67,345,366,235,202,130,52,0,1336,0,3,3,5,0,0,0,13,0,0,0,0,0,0,0,0,14,15,15,17,6,3,0,73,8,10,0,0,3,0,0,24,5,9,4,3,3,0,0,22