LGA_CODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
LGA10050,32,138,120,117,207,195,113,141,17,1073,41,90,55,69,163,146,48,103,190,903,970,3114,2598,3409,4962,3909,2389,3045,424,24820
LGA10130,18,55,38,36,99,63,49,61,6,432,16,45,24,28,53,41,27,38,91,360,496,1834,1356,1592,2772,1818,1046,1951,252,13113
LGA10250,18,73,67,70,105,93,39,69,9,534,22,76,53,69,87,65,24,57,138,591,486,2078,1898,2356,2837,2082,1047,1863,291,14940
LGA10300,0,0,3,6,7,7,4,3,0,23,3,3,0,4,8,7,0,3,8,41,28,72,85,113,133,127,58,200,25,844
LGA10470,10,96,62,63,152,120,64,112,4,688,36,61,43,61,99,85,23,76,135,609,676,2240,1724,1964,3664,2924,1439,2426,332,17376
LGA10550,9,53,43,42,81,77,40,64,5,426,16,45,35,44,52,46,22,53,111,427,533,1745,1391,1788,2095,1658,939,1558,245,11960
LGA10600,4,22,11,22,20,16,16,19,0,125,5,26,17,17,20,17,6,18,30,164,143,592,467,594,543,445,234,524,82,3625
LGA10650,3,15,13,12,11,12,16,28,0,108,5,11,0,11,21,17,10,11,33,117,124,355,282,322,364,381,196,611,80,2709
LGA10750,90,413,384,380,875,883,407,686,56,4177,142,459,485,509,1404,1319,446,748,1241,6765,2883,10285,9870,10573,23900,21844,9728,15561,2500,107142
LGA10800,0,15,7,9,28,18,7,21,0,101,3,6,3,6,7,14,3,21,42,102,93,268,223,258,304,386,205,780,78,2594
LGA10850,5,11,6,8,19,12,17,19,0,100,12,14,9,0,15,15,8,19,24,115,130,287,221,243,345,346,362,928,60,2918
LGA10900,20,127,95,99,127,117,56,87,6,736,27,118,62,51,67,99,27,76,99,631,596,3377,2707,2718,2654,2574,1262,2249,288,18417
LGA10950,0,0,7,3,4,7,4,6,0,32,0,3,9,4,5,7,0,3,19,47,42,102,95,125,156,174,152,418,39,1295
LGA11100,20,89,90,101,224,275,115,177,12,1103,56,148,185,151,389,472,166,255,483,2304,1722,3025,4228,4754,9594,11002,5173,7049,995,47543
LGA11150,0,4,0,8,6,3,0,4,0,35,3,5,4,7,5,10,0,11,16,56,31,68,58,106,238,190,84,242,27,1054
LGA11200,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,10,11,6,17,22,21,23,14,41,3,162
LGA11250,7,40,26,35,64,49,28,38,3,288,11,21,12,20,36,21,21,31,81,249,316,749,565,805,1433,1090,560,1176,169,6856
LGA11300,12,73,66,83,99,94,52,69,9,568,19,77,68,67,101,136,33,48,169,715,506,2193,2130,1874,3466,3397,1295,1792,347,16995
LGA11350,21,90,65,68,79,85,28,50,8,480,29,132,83,100,98,100,30,74,139,786,408,2203,1865,2215,1893,1885,787,1454,298,12998
LGA11400,3,11,13,11,17,29,16,25,0,124,3,20,11,5,12,29,8,26,39,150,160,415,371,456,549,703,462,1102,93,4309
LGA11450,25,157,101,108,179,208,126,158,17,1082,39,139,96,99,232,261,89,181,235,1369,715,3076,2557,2768,4409,4558,2177,3905,512,24684
LGA11500,35,238,150,161,384,330,196,277,28,1795,66,242,207,213,621,569,171,254,501,2842,1423,5638,4827,5230,10691,8956,4176,6052,1035,48022
LGA11520,41,171,162,155,395,364,164,248,24,1725,32,139,153,97,228,275,76,159,328,1481,953,3357,3700,3163,6366,7901,2909,4555,664,33558
LGA11570,87,539,452,402,807,853,379,545,64,4136,149,602,571,505,1370,1275,365,555,1214,6605,2484,10527,10361,9812,20705,19384,7982,11994,2389,95636
LGA11600,0,3,3,3,6,3,4,6,0,28,3,4,3,4,5,11,3,10,15,70,67,118,93,135,172,196,94,421,38,1342
LGA11650,123,652,542,592,905,734,421,554,57,4579,142,490,363,344,724,710,227,481,827,4312,3721,14632,13123,13883,19715,17614,7878,12150,1886,104601
LGA11700,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,11,9,17,25,30,48,71,20,145,19,384
LGA11720,27,118,81,85,122,97,50,75,4,643,35,75,48,55,78,81,25,55,126,568,550,2217,1995,1878,2637,2319,1175,1769,295,14840
LGA11730,21,78,57,92,147,124,49,102,6,680,33,85,48,52,92,75,33,50,162,626,647,2163,1933,2377,3126,2245,1242,2268,358,16352
LGA11750,3,4,6,6,7,16,5,21,0,62,5,3,3,9,11,8,8,15,22,75,111,137,151,178,263,285,273,816,66,2274
LGA11800,28,168,104,133,258,211,96,154,9,1158,31,115,112,97,158,137,54,97,223,1016,1027,4016,3359,4287,5819,4340,2095,3408,523,28868
LGA12000,0,3,4,3,4,3,0,6,0,33,0,3,5,8,5,5,3,6,10,51,26,138,100,106,124,164,98,253,28,1030
LGA12150,3,3,0,3,12,14,3,0,0,44,4,3,0,0,7,5,9,13,26,74,65,122,108,148,219,219,112,377,60,1433
LGA12350,3,24,25,21,37,37,20,25,0,186,7,6,9,17,34,20,10,21,37,158,150,511,500,558,844,730,401,794,88,4581
LGA12380,38,310,277,231,682,686,283,463,30,2994,109,416,410,340,1072,945,320,457,899,4964,1760,7070,6873,6706,17227,15197,6548,9902,1726,73013
LGA12700,4,13,5,18,17,7,8,16,0,84,3,10,4,7,5,9,0,4,25,76,90,360,287,249,313,289,133,398,57,2170
LGA12730,3,10,6,19,25,27,23,20,4,129,5,18,13,12,25,13,8,17,26,136,159,429,350,453,709,603,286,633,72,3697
LGA12750,13,94,48,68,75,88,39,70,11,505,23,69,35,55,49,71,22,37,118,473,474,1875,1553,1862,2157,1647,786,1366,262,11976
LGA12850,34,318,229,252,531,520,233,364,43,2518,101,444,363,306,1010,833,236,370,884,4553,1331,6309,5775,5708,12724,11147,4892,7654,1590,57129
LGA12870,9,27,17,18,32,25,17,28,4,168,13,16,11,19,30,51,15,27,53,247,223,582,454,532,849,930,433,757,124,4879
LGA12900,3,12,13,14,25,33,9,29,3,141,4,23,7,12,27,31,9,18,61,201,156,372,355,466,655,678,341,776,113,3905
LGA12930,34,237,222,184,296,344,179,233,24,1754,55,238,202,173,317,330,91,166,468,2050,1357,5359,5644,4978,7915,8606,3188,4688,947,42681
LGA12950,3,6,7,3,12,17,3,13,0,61,3,3,3,8,4,11,3,13,14,59,57,173,156,165,222,218,101,436,50,1573
LGA13010,4,24,19,11,27,29,17,24,5,138,7,16,18,15,22,8,8,13,34,142,122,404,341,365,546,413,202,595,79,3062
LGA13310,9,61,48,38,89,93,31,60,6,442,15,37,26,34,71,76,36,53,108,457,388,1193,1150,1346,2324,1879,911,1554,236,10978
LGA13340,0,8,12,14,13,20,15,23,0,107,7,20,6,9,12,14,5,18,27,122,144,412,310,347,383,526,290,826,87,3323
LGA13450,9,50,36,46,119,95,54,76,8,488,21,46,38,42,100,103,38,40,106,530,412,1188,1136,1268,2743,2234,1164,1685,279,12095
LGA13510,3,31,14,14,22,20,16,17,0,133,5,18,13,15,26,21,9,22,38,165,141,441,452,530,767,646,331,706,109,4132
LGA13550,6,29,18,15,55,59,25,44,0,253,9,20,14,12,26,29,4,31,42,180,168,556,421,552,826,748,430,1057,100,4856
LGA13660,0,11,0,8,3,11,3,4,0,40,5,0,5,3,8,9,3,15,20,66,77,177,165,223,213,283,140,632,46,1956
LGA13800,18,130,89,105,146,216,116,231,11,1062,43,130,116,117,228,206,88,186,212,1320,647,2895,2589,2736,4201,4437,2287,3853,481,24127
LGA13850,4,0,3,0,3,5,6,12,0,38,0,9,6,7,10,13,4,8,21,65,51,137,111,133,200,192,82,306,46,1264
LGA13910,11,42,18,27,50,40,27,32,3,250,6,26,17,17,30,44,16,35,59,243,178,569,518,635,908,877,505,933,130,5247
LGA14000,37,250,206,211,281,338,177,258,17,1782,47,232,174,168,309,367,117,226,350,1990,1157,6000,5079,4436,6561,7225,3179,5499,722,39859
LGA14100,4,27,26,28,22,22,12,15,0,153,3,17,11,15,17,28,9,26,37,167,128,663,659,523,667,824,289,563,73,4382
LGA14170,59,332,342,326,592,599,283,397,33,2955,85,350,396,292,525,673,209,414,654,3582,1671,7151,7608,6784,11603,12182,5484,8953,1260,62692
LGA14200,3,21,24,22,66,50,20,37,4,256,14,27,14,18,43,41,11,27,86,273,230,737,589,872,1344,908,488,975,180,6323
LGA14300,0,7,0,4,8,9,3,4,0,35,3,5,0,0,14,8,0,9,9,58,71,197,148,182,398,319,140,344,36,1830
LGA14350,14,40,35,29,68,45,21,42,4,305,23,37,16,33,51,32,19,37,124,373,416,1209,1119,1362,1823,1252,694,1179,289,9338
LGA14400,8,47,20,32,39,37,16,24,0,223,8,47,14,14,8,16,11,27,32,173,199,1125,803,735,695,760,326,623,78,5346
LGA14500,22,248,189,136,197,157,117,169,14,1243,36,187,160,101,128,218,84,163,232,1300,882,5500,4337,3615,4089,4944,2172,4139,472,30154
LGA14550,0,5,7,12,5,21,8,13,3,76,12,15,4,0,13,23,3,22,37,126,78,375,307,370,373,431,208,520,66,2729
LGA14600,0,9,7,4,10,24,9,20,0,71,3,6,12,10,13,19,8,19,37,124,93,222,188,268,242,431,203,555,73,2281
LGA14650,68,364,292,311,559,485,274,298,25,2679,77,250,157,167,361,363,127,237,419,2155,2123,8455,7226,7643,10841,9615,4778,6405,929,58009
LGA14700,10,80,79,61,84,94,55,75,3,540,27,82,85,55,150,183,77,118,144,921,392,1683,1606,1448,2826,3550,1655,2635,246,16037
LGA14750,4,17,9,11,26,27,19,23,0,141,6,17,9,10,23,46,16,23,50,197,168,434,329,435,855,1012,440,778,109,4565
LGA14850,19,96,86,92,185,148,80,105,6,806,28,66,64,62,83,106,32,62,187,700,653,2551,2321,3042,4317,3056,1413,2298,385,20041
LGA14870,3,32,34,31,51,48,22,36,3,256,11,25,30,15,39,55,12,28,61,268,292,847,781,835,1507,1322,670,1051,158,7458
LGA14900,43,261,202,178,472,477,203,307,33,2178,73,348,288,289,767,725,211,357,786,3845,1741,6608,6194,6132,13879,13078,5417,8894,1528,63465
LGA14920,0,13,9,15,22,17,5,7,0,89,8,11,3,10,17,14,4,16,32,124,93,258,217,331,407,399,235,640,75,2659
LGA14950,0,3,3,3,9,4,0,0,0,21,3,0,0,3,0,6,0,5,10,25,30,96,98,115,95,129,56,243,13,884
LGA15050,27,154,140,153,271,250,156,214,6,1384,27,128,78,74,167,203,68,120,193,1055,890,3579,3105,3395,5077,4477,2315,3480,423,26746
LGA15240,29,122,119,110,196,227,88,151,23,1057,43,115,82,89,136,130,55,84,312,1036,1196,3900,3336,4004,4807,3892,1872,3282,630,26930
LGA15270,5,56,39,40,64,79,37,124,7,451,17,30,20,27,30,34,10,45,65,275,359,1044,985,1139,1406,1325,1015,2072,189,9530
LGA15300,15,18,21,24,47,45,22,47,0,245,4,25,16,14,44,35,21,46,60,264,218,433,384,535,996,911,477,1359,152,5479
LGA15350,8,77,69,47,70,70,44,54,11,451,13,67,34,44,33,58,15,60,52,375,219,1432,1290,992,1135,1477,777,1267,125,8719
LGA15520,0,14,8,5,9,24,4,13,0,85,14,12,18,17,23,21,10,20,50,180,186,557,408,468,628,641,351,935,111,4283
LGA15560,0,6,0,0,3,11,3,6,0,41,7,3,4,3,14,8,3,3,17,69,100,140,128,169,242,280,139,407,50,1649
LGA15650,11,22,27,31,66,69,38,57,3,314,9,32,17,16,40,49,24,35,65,286,350,783,772,831,1630,1333,1056,1589,178,8517
LGA15700,3,35,29,16,38,36,22,22,0,203,12,28,19,18,30,11,7,14,56,199,200,747,718,793,932,665,388,845,124,5411
LGA15750,6,26,11,12,41,70,34,45,3,251,18,28,17,31,26,61,13,26,60,277,258,552,486,599,962,1034,604,1652,149,6309
LGA15800,3,11,5,4,16,17,4,10,0,71,5,11,3,4,10,15,4,10,25,86,94,220,201,236,342,336,205,406,58,2093
LGA15850,6,10,3,11,14,14,6,19,3,75,3,8,4,4,12,5,8,5,17,61,57,177,119,176,270,302,195,472,45,1833
LGA15900,101,393,328,362,808,683,381,485,23,3565,99,282,205,262,552,589,217,345,703,3265,3686,10513,10552,11488,19939,18783,8897,12108,1533,97502
LGA15950,54,184,173,200,402,382,210,291,23,1915,67,224,273,200,453,754,243,476,607,3290,1866,4607,5662,4873,12066,20279,8350,13577,1106,72386
LGA15990,87,593,452,458,651,796,373,548,43,3995,115,552,471,411,660,963,315,661,654,4791,2349,12717,11508,10149,13702,16593,7395,12395,1408,88217
LGA16100,0,11,3,4,6,10,8,3,0,50,3,9,11,10,30,19,19,25,30,161,65,223,192,183,436,342,211,492,61,2190
LGA16150,27,86,74,62,153,149,95,184,8,839,17,54,36,50,103,97,45,69,149,620,702,2037,1879,2169,3838,3400,1800,2824,330,18974
LGA16200,6,31,23,25,36,50,29,43,3,243,6,13,8,13,23,27,17,22,55,195,247,613,489,632,966,801,667,1076,132,5634
LGA16260,110,442,434,368,1070,948,451,598,49,4472,146,512,533,464,1362,1393,413,650,1543,7019,4291,10802,12327,11869,34382,31846,12094,16752,2831,137198
LGA16350,52,315,256,265,435,534,284,398,39,2584,87,323,238,273,719,653,214,422,650,3580,2148,7828,7084,7413,14197,13035,5983,9487,1341,68524
LGA16380,28,176,129,129,236,198,105,167,11,1188,36,124,54,85,117,111,48,96,218,902,1003,3645,3038,4016,5250,4344,2110,3595,528,27531
LGA16400,37,129,94,86,245,242,126,287,10,1259,26,103,66,94,176,147,58,129,202,1003,918,3111,2496,2794,5016,4575,2852,3629,463,25849
LGA16490,16,74,65,58,122,129,82,113,6,664,19,78,40,60,105,137,45,107,138,733,467,1700,1235,1550,2650,2727,1555,2555,268,14713
LGA16550,29,203,205,171,255,303,144,220,25,1556,47,186,164,169,261,290,90,201,433,1835,1413,5775,5428,4765,9149,9398,3818,6358,935,47040
LGA16610,4,34,26,18,40,49,31,34,0,231,23,35,18,34,35,37,9,25,74,289,254,831,766,1083,1229,1092,523,961,172,6912
LGA16650,14,132,120,97,211,160,89,130,18,961,38,137,147,92,218,242,48,102,287,1306,840,2763,3388,3278,5486,4961,2182,3133,605,26641
LGA16700,41,254,243,213,492,483,199,319,29,2275,90,261,263,237,646,815,272,466,822,3869,2260,7123,7424,6384,18345,20815,8493,12715,1482,85034
LGA16900,12,123,89,93,157,155,55,89,4,789,30,65,54,65,99,99,50,66,130,647,624,2657,2217,2373,3072,2690,1343,1961,282,17200
LGA16950,40,166,151,155,257,191,123,193,24,1300,54,169,111,104,186,183,61,114,342,1315,1305,4959,4060,4549,6123,5166,2932,4241,760,34092
LGA17000,20,50,43,50,100,106,87,149,10,619,11,38,33,48,71,67,42,75,151,537,593,1222,1148,1220,2193,2369,2503,3945,325,15517
LGA17040,5,29,15,19,44,69,27,53,6,273,14,34,21,18,46,37,28,47,82,313,304,964,860,1270,1757,1343,995,2048,220,9757
LGA17080,5,16,9,11,32,29,17,31,0,150,9,17,16,20,41,40,23,51,75,290,226,635,563,625,991,812,579,1279,153,5865
LGA17100,0,45,58,55,110,140,51,71,13,533,43,124,174,120,290,328,96,158,279,1622,580,1983,2259,1914,4609,4868,2057,3206,498,21971
LGA17150,72,453,372,376,553,646,309,432,26,3238,87,337,319,281,507,554,183,376,572,3221,1984,10375,9030,8031,11026,11796,5313,8736,1215,67504
LGA17200,309,878,1161,1134,2743,2460,1166,1525,129,11505,489,1326,1774,1172,2922,4295,1387,2398,4448,20207,14553,26754,40730,34118,97811,127006,57191,92970,8263,499390
LGA17310,22,114,88,99,234,189,105,174,17,1051,34,100,65,74,184,167,70,120,237,1047,903,2614,2310,2951,5141,4597,2342,3755,512,25123
LGA17350,0,15,11,9,17,20,12,17,0,105,0,9,8,3,7,13,6,16,23,92,85,307,209,281,366,384,196,441,62,2331
LGA17400,5,13,6,4,12,9,5,15,0,72,10,10,8,8,14,16,3,9,22,96,85,290,222,259,308,290,126,496,67,2148
LGA17420,57,362,329,308,482,585,259,371,32,2779,80,353,293,230,519,687,202,393,688,3441,1799,9163,7687,7047,11581,14028,5722,10027,1297,68355
LGA17550,15,183,126,135,168,208,70,186,12,1097,53,143,91,104,145,166,75,139,297,1211,913,3804,3311,4092,4765,4021,1958,3521,608,26997
LGA17620,6,25,13,18,35,23,12,14,3,155,5,24,17,19,35,33,9,18,31,188,174,631,520,597,865,793,426,926,100,5018
LGA17640,0,14,4,5,9,15,10,13,5,78,4,7,3,3,15,11,3,5,16,73,55,229,218,204,231,277,127,417,45,1807
LGA17650,0,8,11,3,3,4,4,0,0,29,3,3,3,4,3,7,4,9,18,51,44,140,137,146,163,208,87,270,36,1227
LGA17750,14,111,97,129,263,271,140,181,14,1210,43,102,72,57,175,188,66,110,236,1038,1061,3254,2726,3291,6543,5490,2867,4817,578,30629
LGA17850,0,6,0,3,4,11,9,4,0,42,3,3,3,0,4,4,0,12,13,42,41,147,114,157,148,201,112,413,30,1372
LGA17900,0,6,4,6,5,14,7,6,0,46,3,5,0,10,6,11,6,12,33,90,73,203,175,240,333,313,127,575,67,2102
LGA17950,6,3,4,0,5,11,3,7,0,37,0,3,0,0,3,6,8,4,6,35,37,76,76,93,160,202,91,327,22,1091
LGA18020,5,6,3,11,13,18,5,19,0,82,14,12,6,7,7,18,10,11,33,126,99,335,302,399,434,429,243,699,75,3015
LGA18050,26,190,172,156,194,215,101,144,21,1215,27,134,133,104,112,191,56,144,218,1117,597,3360,3640,2987,3829,4386,1925,3186,452,24359
LGA18100,0,6,4,3,6,7,3,4,3,43,5,5,4,4,13,3,3,8,8,55,37,136,126,117,144,213,112,315,37,1243
LGA18200,3,9,9,4,8,5,6,8,3,56,12,14,11,5,14,19,5,15,27,118,108,253,214,278,495,457,238,627,72,2744
LGA18230,27,89,93,87,246,170,107,173,9,994,31,58,41,46,116,139,51,84,202,768,757,2080,1855,2313,4920,4057,1969,3340,424,21715
LGA18250,62,210,233,196,435,488,262,350,29,2263,59,218,251,180,390,643,198,368,514,2820,1656,5514,6452,5147,10713,14429,5779,8789,996,59466
LGA18350,23,100,92,113,139,117,66,119,8,776,29,113,82,80,105,94,57,104,143,803,524,2671,2209,2309,2965,2815,1468,2624,297,17876
LGA18400,16,52,45,33,71,77,37,75,7,414,25,53,43,42,59,109,30,63,93,517,377,1289,1057,1092,2070,1891,1092,1966,230,11076
LGA18450,112,414,370,366,651,634,297,456,32,3321,100,287,284,244,505,558,166,324,633,3084,2761,10449,9364,9328,15629,13446,6463,9363,1336,78143
LGA18500,27,142,177,114,162,180,79,120,6,989,33,145,118,85,94,180,58,166,194,1063,480,2685,2770,2176,2584,3617,1923,3470,393,20092
LGA18710,4,16,10,20,19,30,5,14,5,122,6,17,19,12,28,28,4,27,29,169,132,451,395,422,536,538,272,598,77,3423
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
