Home_SLA,Work_SLA,workers
Botany,Hawkesbury,0
Leichhardt,Hawkesbury,24
Marrickville,Hawkesbury,12
South_Sydney,Hawkesbury,7
Sydney_Inner,Hawkesbury,0
Sydney_Remainder,Hawkesbury,0
Randwick,Hawkesbury,3
Waverley,Hawkesbury,8
Woollahra,Hawkesbury,6
Hurstville,Hawkesbury,7
Kogarah,Hawkesbury,6
Rockdale,Hawkesbury,3
Sutherland,Hawkesbury,17
Bankstown,Hawkesbury,20
Canterbury,Hawkesbury,25
Fairfield,Hawkesbury,64
Liverpool,Hawkesbury,44
Camden,Hawkesbury,13
Campbell_town,Hawkesbury,31
Wollon_dilly,Hawkesbury,9
Ashfield,Hawkesbury,17
Burwood,Hawkesbury,6
Concord,Hawkesbury,10
Drum_moyne,Hawkesbury,12
Strathfield,Hawkesbury,6
Auburn,Hawkesbury,8
Holroyd,Hawkesbury,75
Parramatta,Hawkesbury,136
Blue_Mountains,Hawkesbury,390
Hawkes_bury,Hawkesbury,10606
Baulkham_Hills,Hawkesbury,646
Blacktown,Hawkesbury,899
Hunters_Hill,Hawkesbury,6
Lane_Cove,Hawkesbury,6
Mosman,Hawkesbury,3
North_Sydney,Hawkesbury,13
Ryde,Hawkesbury,38
Willoughby,Hawkesbury,15
Hornsby,Hawkesbury,148
Ku_ring_gai,Hawkesbury,50
Manly,Hawkesbury,6
Warringah,Hawkesbury,25
Gosford,Hawkesbury,18
Wyong,Hawkesbury,9
Cessnock,Hawkesbury,3
Lake_Macquarie,Hawkesbury,6
Maitland,Hawkesbury,6
Newcastle_Inner,Hawkesbury,0
Newcastle_Remainder,Hawkesbury,19
Port_Stephens,Hawkesbury,3
Kiama,Hawkesbury,3
Shell_harbour,Hawkesbury,3
Shoal_haven,Hawkesbury,0
Wingecar_ribee,Hawkesbury,0
Wollong_ong,Hawkesbury,0
Botany,Penrith,3
Leichhardt,Penrith,39
Marrickville,Penrith,50
South_Sydney,Penrith,34
Sydney_Inner,Penrith,3
Sydney_Remainder,Penrith,3
Randwick,Penrith,34
Waverley,Penrith,27
Woollahra,Penrith,24
Hurstville,Penrith,28
Kogarah,Penrith,22
Rockdale,Penrith,29
Sutherland,Penrith,83
Bankstown,Penrith,137
Canterbury,Penrith,54
Fairfield,Penrith,458
Liverpool,Penrith,412
Camden,Penrith,107
Campbell_town,Penrith,247
Wollon_dilly,Penrith,459
Ashfield,Penrith,44
Burwood,Penrith,27
Concord,Penrith,30
Drum_moyne,Penrith,26
Strathfield,Penrith,57
Auburn,Penrith,63
Holroyd,Penrith,387
Parramatta,Penrith,448
Blue_Mountains,Penrith,4521
Hawkes_bury,Penrith,1226
Penrith,Penrith,22706
Baulkham_Hills,Penrith,616
Blacktown,Penrith,3756
Hunters_Hill,Penrith,19
Lane_Cove,Penrith,16
Mosman,Penrith,4
North_Sydney,Penrith,14
Ryde,Penrith,97
Willoughby,Penrith,23
Hornsby,Penrith,199
Ku_ring_gai,Penrith,58
Manly,Penrith,3
Warringah,Penrith,54
Gosford,Penrith,33
Wyong,Penrith,33
Cessnock,Penrith,0
Lake_Macquarie,Penrith,9
Maitland,Penrith,0
Newcastle_Inner,Penrith,0
Newcastle_Remainder,Penrith,3
Port_Stephens,Penrith,0
Kiama,Penrith,3
Shell_harbour,Penrith,3
Shoal_haven,Penrith,0
Wingecar_ribee,Penrith,17
Wollong_ong,Penrith,46
Botany,Baulkham Hills,19
Leichhardt,Baulkham Hills,109
Marrickville,Baulkham Hills,92
South_Sydney,Baulkham Hills,44
Sydney_Inner,Baulkham Hills,0
Sydney_Remainder,Baulkham Hills,7
Randwick,Baulkham Hills,65
Waverley,Baulkham Hills,40
Woollahra,Baulkham Hills,32
Hurstville,Baulkham Hills,61
Kogarah,Baulkham Hills,30
Rockdale,Baulkham Hills,47
Sutherland,Baulkham Hills,147
Bankstown,Baulkham Hills,195
Canterbury,Baulkham Hills,117
Fairfield,Baulkham Hills,415
Liverpool,Baulkham Hills,174
Camden,Baulkham Hills,28
Campbell_town,Baulkham Hills,162
Wollon_dilly,Baulkham Hills,28
Ashfield,Baulkham Hills,49
Burwood,Baulkham Hills,58
Concord,Baulkham Hills,66
Drum_moyne,Baulkham Hills,80
Strathfield,Baulkham Hills,53
Auburn,Baulkham Hills,94
Holroyd,Baulkham Hills,742
Parramatta,Baulkham Hills,2384
Blue_Mountains,Baulkham Hills,195
Hawkes_bury,Baulkham Hills,1119
Penrith,Baulkham Hills,833
Baulkham_Hills,Baulkham Hills,14014
Hunters_Hill,Baulkham Hills,35
Lane_Cove,Baulkham Hills,100
Mosman,Baulkham Hills,30
North_Sydney,Baulkham Hills,123
Ryde,Baulkham Hills,609
Willoughby,Baulkham Hills,116
Hornsby,Baulkham Hills,2770
Ku_ring_gai,Baulkham Hills,462
Manly,Baulkham Hills,43
Warringah,Baulkham Hills,308
Gosford,Baulkham Hills,182
Wyong,Baulkham Hills,111
Cessnock,Baulkham Hills,3
Lake_Macquarie,Baulkham Hills,33
Maitland,Baulkham Hills,6
Newcastle_Inner,Baulkham Hills,0
Newcastle_Remainder,Baulkham Hills,26
Port_Stephens,Baulkham Hills,16
Kiama,Baulkham Hills,6
Shell_harbour,Baulkham Hills,11
Shoal_haven,Baulkham Hills,6
Wingecar_ribee,Baulkham Hills,5
Wollong_ong,Baulkham Hills,30
Botany,Blacktown,16
Leichhardt,Blacktown,137
Marrickville,Blacktown,112
South_Sydney,Blacktown,65
Sydney_Inner,Blacktown,3
Sydney_Remainder,Blacktown,3
Randwick,Blacktown,69
Waverley,Blacktown,56
Woollahra,Blacktown,31
Hurstville,Blacktown,85
Kogarah,Blacktown,54
Rockdale,Blacktown,72
Sutherland,Blacktown,231
Bankstown,Blacktown,429
Canterbury,Blacktown,169
Fairfield,Blacktown,1317
Liverpool,Blacktown,514
Camden,Blacktown,99
Campbell_town,Blacktown,461
Wollon_dilly,Blacktown,168
Ashfield,Blacktown,109
Burwood,Blacktown,103
Concord,Blacktown,89
Drum_moyne,Blacktown,115
Strathfield,Blacktown,112
Auburn,Blacktown,268
Holroyd,Blacktown,1842
Parramatta,Blacktown,2520
Blue_Mountains,Blacktown,1447
Hawkes_bury,Blacktown,2213
Penrith,Blacktown,6841
Baulkham_Hills,Blacktown,3693
Blacktown,Blacktown,24409
Hunters_Hill,Blacktown,30
Lane_Cove,Blacktown,66
Mosman,Blacktown,13
North_Sydney,Blacktown,76
Ryde,Blacktown,411
Willoughby,Blacktown,68
Hornsby,Blacktown,994
Ku_ring_gai,Blacktown,310
Manly,Blacktown,33
Warringah,Blacktown,195
Gosford,Blacktown,143
Wyong,Blacktown,99
Cessnock,Blacktown,3
Lake_Macquarie,Blacktown,27
Maitland,Blacktown,3
Newcastle_Inner,Blacktown,0
Newcastle_Remainder,Blacktown,12
Port_Stephens,Blacktown,10
Kiama,Blacktown,3
Shell_harbour,Blacktown,9
Shoal_haven,Blacktown,3
Wingecar_ribee,Blacktown,21
Wollong_ong,Blacktown,57
Botany,Hunters Hill,0
Leichhardt,Hunters Hill,90
Marrickville,Hunters Hill,26
South_Sydney,Hunters Hill,12
Sydney_Inner,Hunters Hill,0
Sydney_Remainder,Hunters Hill,0
Randwick,Hunters Hill,26
Waverley,Hunters Hill,7
Woollahra,Hunters Hill,10
Hurstville,Hunters Hill,13
Kogarah,Hunters Hill,13
Rockdale,Hunters Hill,11
Sutherland,Hunters Hill,17
Bankstown,Hunters Hill,18
Canterbury,Hunters Hill,32
Fairfield,Hunters Hill,18
Liverpool,Hunters Hill,8
Camden,Hunters Hill,3
Campbell_town,Hunters Hill,6
Wollon_dilly,Hunters Hill,3
Ashfield,Hunters Hill,17
Burwood,Hunters Hill,15
Concord,Hunters Hill,13
Drum_moyne,Hunters Hill,101
Strathfield,Hunters Hill,11
Auburn,Hunters Hill,9
Holroyd,Hunters Hill,12
Parramatta,Hunters Hill,124
Blue_Mountains,Hunters Hill,0
Hawkes_bury,Hunters Hill,6
Penrith,Hunters Hill,25
Baulkham_Hills,Hunters Hill,60
Blacktown,Hunters Hill,45
Hunters_Hill,Hunters Hill,773
Mosman,Hunters Hill,29
North_Sydney,Hunters Hill,38
Ryde,Hunters Hill,576
Willoughby,Hunters Hill,60
Hornsby,Hunters Hill,120
Ku_ring_gai,Hunters Hill,95
Manly,Hunters Hill,17
Warringah,Hunters Hill,80
Gosford,Hunters Hill,12
Wyong,Hunters Hill,6
Cessnock,Hunters Hill,0
Lake_Macquarie,Hunters Hill,0
Maitland,Hunters Hill,0
Newcastle_Inner,Hunters Hill,0
Newcastle_Remainder,Hunters Hill,0
Port_Stephens,Hunters Hill,0
Kiama,Hunters Hill,7
Shell_harbour,Hunters Hill,59
Shoal_haven,Hunters Hill,0
Wingecar_ribee,Hunters Hill,0
Wollong_ong,Hunters Hill,485
Botany,Lane Cove,37
Leichhardt,Lane Cove,295
Marrickville,Lane Cove,205
South_Sydney,Lane Cove,170
Sydney_Inner,Lane Cove,9
Sydney_Remainder,Lane Cove,9
Randwick,Lane Cove,199
Waverley,Lane Cove,132
Woollahra,Lane Cove,129
Hurstville,Lane Cove,79
Kogarah,Lane Cove,55
Rockdale,Lane Cove,114
Sutherland,Lane Cove,141
Bankstown,Lane Cove,130
Canterbury,Lane Cove,159
Fairfield,Lane Cove,129
Liverpool,Lane Cove,67
Camden,Lane Cove,7
Campbell_town,Lane Cove,54
Wollon_dilly,Lane Cove,8
Ashfield,Lane Cove,130
Burwood,Lane Cove,42
Concord,Lane Cove,85
Drum_moyne,Lane Cove,198
Strathfield,Lane Cove,47
Auburn,Lane Cove,91
Holroyd,Lane Cove,114
Parramatta,Lane Cove,434
Blue_Mountains,Lane Cove,59
Hawkes_bury,Lane Cove,37
Penrith,Lane Cove,106
Baulkham_Hills,Lane Cove,462
Blacktown,Lane Cove,364
Hunters_Hill,Lane Cove,154
Lane_Cove,Lane Cove,2580
North_Sydney,Lane Cove,735
Ryde,Lane Cove,1289
Willoughby,Lane Cove,944
Hornsby,Lane Cove,978
Ku_ring_gai,Lane Cove,1029
Manly,Lane Cove,264
Warringah,Lane Cove,1160
Gosford,Lane Cove,263
Wyong,Lane Cove,88
Cessnock,Lane Cove,3
Lake_Macquarie,Lane Cove,30
Maitland,Lane Cove,3
Newcastle_Inner,Lane Cove,0
Newcastle_Remainder,Lane Cove,10
Port_Stephens,Lane Cove,0
Kiama,Lane Cove,0
Shell_harbour,Lane Cove,9
Shoal_haven,Lane Cove,0
Wingecar_ribee,Lane Cove,6
Wollong_ong,Lane Cove,20
Botany,Mosman,24
Leichhardt,Mosman,103
Marrickville,Mosman,78
South_Sydney,Mosman,98
Sydney_Inner,Mosman,6
Sydney_Remainder,Mosman,7
Randwick,Mosman,93
Waverley,Mosman,53
Woollahra,Mosman,94
Hurstville,Mosman,15
Kogarah,Mosman,22
Rockdale,Mosman,24
Sutherland,Mosman,47
Bankstown,Mosman,19
Canterbury,Mosman,46
Fairfield,Mosman,30
Liverpool,Mosman,29
Camden,Mosman,6
Campbell_town,Mosman,20
Wollon_dilly,Mosman,3
Ashfield,Mosman,27
Burwood,Mosman,7
Concord,Mosman,13
Drum_moyne,Mosman,32
Strathfield,Mosman,13
Auburn,Mosman,8
Holroyd,Mosman,19
Parramatta,Mosman,76
Blue_Mountains,Mosman,18
Hawkes_bury,Mosman,20
Penrith,Mosman,39
Baulkham_Hills,Mosman,58
Blacktown,Mosman,59
Hunters_Hill,Mosman,26
Lane_Cove,Mosman,107
Mosman,Mosman,2538
Ryde,Mosman,149
Willoughby,Mosman,281
Hornsby,Mosman,137
Ku_ring_gai,Mosman,228
Manly,Mosman,563
Warringah,Mosman,1286
Gosford,Mosman,35
Wyong,Mosman,25
Cessnock,Mosman,0
Lake_Macquarie,Mosman,21
Maitland,Mosman,0
Newcastle_Inner,Mosman,0
Newcastle_Remainder,Mosman,3
Port_Stephens,Mosman,3
Kiama,Mosman,0
Shell_harbour,Mosman,3
Shoal_haven,Mosman,0
Wingecar_ribee,Mosman,3
Wollong_ong,Mosman,6
Botany,North Sydney,163
Leichhardt,North Sydney,1258
Marrickville,North Sydney,1001
South_Sydney,North Sydney,1330
Sydney_Inner,North Sydney,58
Sydney_Remainder,North Sydney,109
Randwick,North Sydney,1260
Waverley,North Sydney,986
Woollahra,North Sydney,979
Hurstville,North Sydney,504
Kogarah,North Sydney,440
Rockdale,North Sydney,643
Sutherland,North Sydney,1219
Bankstown,North Sydney,669
Canterbury,North Sydney,905
Fairfield,North Sydney,500
Liverpool,North Sydney,283
Camden,North Sydney,42
Campbell_town,North Sydney,501
Wollon_dilly,North Sydney,38
Ashfield,North Sydney,570
Burwood,North Sydney,290
Concord,North Sydney,247
Drum_moyne,North Sydney,517
Strathfield,North Sydney,227
Auburn,North Sydney,253
Holroyd,North Sydney,426
Parramatta,North Sydney,1183
Blue_Mountains,North Sydney,272
Hawkes_bury,North Sydney,167
Penrith,North Sydney,629
Baulkham_Hills,North Sydney,1312
Blacktown,North Sydney,1146
Hunters_Hill,North Sydney,231
Lane_Cove,North Sydney,1828
Mosman,North Sydney,1974
North_Sydney,North Sydney,7817
Willoughby,North Sydney,3042
Hornsby,North Sydney,2952
Ku_ring_gai,North Sydney,3364
Manly,North Sydney,1636
Warringah,North Sydney,5549
Gosford,North Sydney,1068
Wyong,North Sydney,355
Cessnock,North Sydney,9
Lake_Macquarie,North Sydney,102
Maitland,North Sydney,13
Newcastle_Inner,North Sydney,3
Newcastle_Remainder,North Sydney,54
Port_Stephens,North Sydney,22
Kiama,North Sydney,9
Shell_harbour,North Sydney,44
Shoal_haven,North Sydney,21
Wingecar_ribee,North Sydney,25
Wollong_ong,North Sydney,232
Botany,Ryde,55
Leichhardt,Ryde,749
Marrickville,Ryde,407
South_Sydney,Ryde,283
Sydney_Inner,Ryde,0
Sydney_Remainder,Ryde,25
Randwick,Ryde,333
Waverley,Ryde,241
Woollahra,Ryde,177
Hurstville,Ryde,204
Kogarah,Ryde,146
Rockdale,Ryde,209
Sutherland,Ryde,459
Bankstown,Ryde,573
Canterbury,Ryde,492
Fairfield,Ryde,665
Liverpool,Ryde,246
Camden,Ryde,33
Campbell_town,Ryde,306
Wollon_dilly,Ryde,30
Ashfield,Ryde,372
Burwood,Ryde,267
Concord,Ryde,410
Drum_moyne,Ryde,623
Strathfield,Ryde,242
Auburn,Ryde,380
Holroyd,Ryde,707
Parramatta,Ryde,3663
Blue_Mountains,Ryde,174
Hawkes_bury,Ryde,253
Penrith,Ryde,683
Baulkham_Hills,Ryde,2868
Blacktown,Ryde,1786
Hunters_Hill,Ryde,533
Lane_Cove,Ryde,584
Mosman,Ryde,222
North_Sydney,Ryde,549
Ryde,Ryde,12145
Hornsby,Ryde,4191
Ku_ring_gai,Ryde,1975
Manly,Ryde,191
Warringah,Ryde,1575
Gosford,Ryde,779
Wyong,Ryde,296
Cessnock,Ryde,8
Lake_Macquarie,Ryde,66
Maitland,Ryde,6
Newcastle_Inner,Ryde,3
Newcastle_Remainder,Ryde,31
Port_Stephens,Ryde,20
Kiama,Ryde,4
Shell_harbour,Ryde,19
Shoal_haven,Ryde,6
Wingecar_ribee,Ryde,25
Wollong_ong,Ryde,62
Botany,Willoughby,110
Leichhardt,Willoughby,711
Marrickville,Willoughby,571
South_Sydney,Willoughby,607
Sydney_Inner,Willoughby,24
Sydney_Remainder,Willoughby,54
Randwick,Willoughby,556
Waverley,Willoughby,444
Woollahra,Willoughby,385
Hurstville,Willoughby,230
Kogarah,Willoughby,187
Rockdale,Willoughby,342
Sutherland,Willoughby,509
Bankstown,Willoughby,414
Canterbury,Willoughby,512
Fairfield,Willoughby,335
Liverpool,Willoughby,157
Camden,Willoughby,13
Campbell_town,Willoughby,199
Wollon_dilly,Willoughby,18
Ashfield,Willoughby,353
Burwood,Willoughby,209
Concord,Willoughby,166
Drum_moyne,Willoughby,317
Strathfield,Willoughby,142
Auburn,Willoughby,185
Holroyd,Willoughby,306
Parramatta,Willoughby,966
Blue_Mountains,Willoughby,121
Hawkes_bury,Willoughby,103
Penrith,Willoughby,336
Baulkham_Hills,Willoughby,1094
Blacktown,Willoughby,784
Hunters_Hill,Willoughby,196
Lane_Cove,Willoughby,1714
Mosman,Willoughby,786
North_Sydney,Willoughby,2146
Ryde,Willoughby,2377
Willoughby,Willoughby,6744
Hornsby,Willoughby,3259
Ku_ring_gai,Willoughby,4134
Manly,Willoughby,795
Warringah,Willoughby,5485
Gosford,Willoughby,1441
Wyong,Willoughby,442
Cessnock,Willoughby,6
Lake_Macquarie,Willoughby,54
Maitland,Willoughby,6
Newcastle_Inner,Willoughby,0
Newcastle_Remainder,Willoughby,44
Port_Stephens,Willoughby,11
Kiama,Willoughby,6
Shell_harbour,Willoughby,10
Shoal_haven,Willoughby,6
Wingecar_ribee,Willoughby,11
Wollong_ong,Willoughby,71
Botany,Hornsby,14
Leichhardt,Hornsby,140
Marrickville,Hornsby,103
South_Sydney,Hornsby,112
Sydney_Inner,Hornsby,6
Sydney_Remainder,Hornsby,3
Randwick,Hornsby,82
Waverley,Hornsby,47
Woollahra,Hornsby,38
Hurstville,Hornsby,61
Kogarah,Hornsby,39
Rockdale,Hornsby,37
Sutherland,Hornsby,117
Bankstown,Hornsby,136
Canterbury,Hornsby,137
Fairfield,Hornsby,167
Liverpool,Hornsby,80
Camden,Hornsby,13
Campbell_town,Hornsby,84
Wollon_dilly,Hornsby,14
Ashfield,Hornsby,86
Burwood,Hornsby,86
Concord,Hornsby,72
Drum_moyne,Hornsby,73
Strathfield,Hornsby,57
Auburn,Hornsby,87
Holroyd,Hornsby,264
Parramatta,Hornsby,1222
Blue_Mountains,Hornsby,68
Hawkes_bury,Hornsby,303
Penrith,Hornsby,276
Baulkham_Hills,Hornsby,3099
Blacktown,Hornsby,920
Hunters_Hill,Hornsby,38
Lane_Cove,Hornsby,177
Mosman,Hornsby,82
North_Sydney,Hornsby,178
Ryde,Hornsby,1139
Willoughby,Hornsby,302
Hornsby,Hornsby,16488
Manly,Hornsby,113
Warringah,Hornsby,929
Gosford,Hornsby,2633
Wyong,Hornsby,877
Cessnock,Hornsby,9
Lake_Macquarie,Hornsby,91
Maitland,Hornsby,3
Newcastle_Inner,Hornsby,0
Newcastle_Remainder,Hornsby,30
Port_Stephens,Hornsby,4
Kiama,Hornsby,3
Shell_harbour,Hornsby,9
Shoal_haven,Hornsby,0
Wingecar_ribee,Hornsby,3
Wollong_ong,Hornsby,24
Botany,Ku-ring-gai,20
Leichhardt,Ku-ring-gai,171
Marrickville,Ku-ring-gai,106
South_Sydney,Ku-ring-gai,111
Sydney_Inner,Ku-ring-gai,0
Sydney_Remainder,Ku-ring-gai,10
Randwick,Ku-ring-gai,118
Waverley,Ku-ring-gai,65
Woollahra,Ku-ring-gai,73
Hurstville,Ku-ring-gai,59
Kogarah,Ku-ring-gai,35
Rockdale,Ku-ring-gai,61
Sutherland,Ku-ring-gai,95
Bankstown,Ku-ring-gai,89
Canterbury,Ku-ring-gai,119
Fairfield,Ku-ring-gai,87
Liverpool,Ku-ring-gai,51
Camden,Ku-ring-gai,4
Campbell_town,Ku-ring-gai,42
Wollon_dilly,Ku-ring-gai,11
Ashfield,Ku-ring-gai,81
Burwood,Ku-ring-gai,51
Concord,Ku-ring-gai,50
Drum_moyne,Ku-ring-gai,93
Strathfield,Ku-ring-gai,31
Auburn,Ku-ring-gai,47
Holroyd,Ku-ring-gai,85
Parramatta,Ku-ring-gai,371
Blue_Mountains,Ku-ring-gai,38
Hawkes_bury,Ku-ring-gai,55
Penrith,Ku-ring-gai,105
Baulkham_Hills,Ku-ring-gai,710
Blacktown,Ku-ring-gai,294
Hunters_Hill,Ku-ring-gai,44
Lane_Cove,Ku-ring-gai,309
Mosman,Ku-ring-gai,112
North_Sydney,Ku-ring-gai,383
Ryde,Ku-ring-gai,828
Willoughby,Ku-ring-gai,710
Hornsby,Ku-ring-gai,3479
Ku_ring_gai,Ku-ring-gai,10347
Manly,Ku-ring-gai,186
Warringah,Ku-ring-gai,1617
Gosford,Ku-ring-gai,791
Wyong,Ku-ring-gai,236
Cessnock,Ku-ring-gai,10
Lake_Macquarie,Ku-ring-gai,70
Maitland,Ku-ring-gai,3
Newcastle_Inner,Ku-ring-gai,3
Newcastle_Remainder,Ku-ring-gai,30
Port_Stephens,Ku-ring-gai,0
Kiama,Ku-ring-gai,0
Shell_harbour,Ku-ring-gai,0
Shoal_haven,Ku-ring-gai,3
Wingecar_ribee,Ku-ring-gai,3
Wollong_ong,Ku-ring-gai,27
Botany,Manly,15
Leichhardt,Manly,53
Marrickville,Manly,41
South_Sydney,Manly,45
Sydney_Inner,Manly,0
Sydney_Remainder,Manly,3
Randwick,Manly,59
Waverley,Manly,42
Woollahra,Manly,24
Hurstville,Manly,11
Kogarah,Manly,12
Rockdale,Manly,20
Sutherland,Manly,26
Bankstown,Manly,23
Canterbury,Manly,21
Fairfield,Manly,12
Liverpool,Manly,10
Camden,Manly,3
Campbell_town,Manly,7
Wollon_dilly,Manly,6
Ashfield,Manly,16
Burwood,Manly,6
Concord,Manly,14
Drum_moyne,Manly,16
Strathfield,Manly,3
Auburn,Manly,6
Holroyd,Manly,9
Parramatta,Manly,30
Blue_Mountains,Manly,6
Hawkes_bury,Manly,9
Penrith,Manly,14
Baulkham_Hills,Manly,38
Blacktown,Manly,27
Hunters_Hill,Manly,9
Lane_Cove,Manly,45
Mosman,Manly,159
North_Sydney,Manly,167
Ryde,Manly,67
Willoughby,Manly,116
Hornsby,Manly,107
Ku_ring_gai,Manly,162
Manly,Manly,3693
Gosford,Manly,61
Wyong,Manly,44
Cessnock,Manly,3
Lake_Macquarie,Manly,9
Maitland,Manly,3
Newcastle_Inner,Manly,0
Newcastle_Remainder,Manly,3
Port_Stephens,Manly,3
Kiama,Manly,0
Shell_harbour,Manly,3
Shoal_haven,Manly,0
Wingecar_ribee,Manly,3
Wollong_ong,Manly,9
Botany,Warringah,31
Leichhardt,Warringah,177
Marrickville,Warringah,152
South_Sydney,Warringah,156
Sydney_Inner,Warringah,3
Sydney_Remainder,Warringah,13
Randwick,Warringah,166
Waverley,Warringah,108
Woollahra,Warringah,112
Hurstville,Warringah,55
Kogarah,Warringah,58
Rockdale,Warringah,65
Sutherland,Warringah,143
Bankstown,Warringah,132
Canterbury,Warringah,147
Fairfield,Warringah,134
Liverpool,Warringah,53
Camden,Warringah,11
Campbell_town,Warringah,52
Wollon_dilly,Warringah,12
Ashfield,Warringah,95
Burwood,Warringah,52
Concord,Warringah,44
Drum_moyne,Warringah,80
Strathfield,Warringah,41
Auburn,Warringah,59
Holroyd,Warringah,76
Parramatta,Warringah,249
Blue_Mountains,Warringah,28
Hawkes_bury,Warringah,59
Penrith,Warringah,103
Baulkham_Hills,Warringah,312
Blacktown,Warringah,240
Hunters_Hill,Warringah,49
Lane_Cove,Warringah,266
Mosman,Warringah,390
North_Sydney,Warringah,595
Ryde,Warringah,549
Willoughby,Warringah,634
Hornsby,Warringah,924
Ku_ring_gai,Warringah,1155
Manly,Warringah,2528
Warringah,Warringah,39125
Gosford,Warringah,410
Wyong,Warringah,225
Cessnock,Warringah,12
Lake_Macquarie,Warringah,42
Maitland,Warringah,6
Newcastle_Inner,Warringah,0
Newcastle_Remainder,Warringah,31
Port_Stephens,Warringah,9
Kiama,Warringah,6
Shell_harbour,Warringah,5
Shoal_haven,Warringah,6
Wingecar_ribee,Warringah,6
Wollong_ong,Warringah,41
Botany,Gosford,0
Leichhardt,Gosford,9
Marrickville,Gosford,3
South_Sydney,Gosford,14
Sydney_Inner,Gosford,0
Sydney_Remainder,Gosford,3
Randwick,Gosford,16
Waverley,Gosford,11
Woollahra,Gosford,4
Hurstville,Gosford,6
Kogarah,Gosford,3
Rockdale,Gosford,6
Sutherland,Gosford,13
Bankstown,Gosford,6
Canterbury,Gosford,3
Fairfield,Gosford,20
Liverpool,Gosford,3
Camden,Gosford,0
Campbell_town,Gosford,6
Wollon_dilly,Gosford,3
Ashfield,Gosford,0
Burwood,Gosford,9
Concord,Gosford,15
Drum_moyne,Gosford,0
Strathfield,Gosford,3
Auburn,Gosford,12
Holroyd,Gosford,7
Parramatta,Gosford,25
Blue_Mountains,Gosford,0
Hawkes_bury,Gosford,16
Penrith,Gosford,11
Baulkham_Hills,Gosford,42
Blacktown,Gosford,32
Hunters_Hill,Gosford,9
Lane_Cove,Gosford,15
Mosman,Gosford,6
North_Sydney,Gosford,23
Ryde,Gosford,35
Willoughby,Gosford,15
Hornsby,Gosford,215
Ku_ring_gai,Gosford,79
Manly,Gosford,17
Warringah,Gosford,57
Gosford,Gosford,26372
Cessnock,Gosford,62
Lake_Macquarie,Gosford,360
Maitland,Gosford,7
Newcastle_Inner,Gosford,6
Newcastle_Remainder,Gosford,79
Port_Stephens,Gosford,9
Kiama,Gosford,0
Shell_harbour,Gosford,6
Shoal_haven,Gosford,0
Wingecar_ribee,Gosford,3
Wollong_ong,Gosford,9
Botany,Wyong,0
Leichhardt,Wyong,3
Marrickville,Wyong,12
South_Sydney,Wyong,12
Sydney_Inner,Wyong,0
